PUSH  FIND  POP
11957     1017     2055     
11963     1017     2056     
11970     1017     2057     
11976     1017     2058     
11983     1017     2059     
11989     1017     2060     
11995     1017     2061     
12001     1017     2062     
12008     1018     2063     
12014     1019     2064     
12021     1020     2065     
12027     1021     2067     
12033     1021     2068     
12040     1021     2069     
12046     1021     2071     
12053     1022     2073     
12059     1022     2074     
12065     1022     2075     
12072     1022     2076     
12079     1023     2078     
12085     1024     2080     
12091     1024     2081     
12117     1025     2082     
12124     1026     2084     
12139     1026     2085     
12146     1026     2086     
12153     1027     2087     
12159     1028     2089     
12166     1029     2090     
12171     1029     2091     
12178     1029     2092     
12185     1030     2093     
12191     1030     2094     
12198     1030     2095     
12205     1031     2096     
12212     1032     2097     
12218     1033     2098     
12224     1033     2099     
12231     1034     2100     
12237     1034     2101     
12244     1035     2102     
12250     1036     2103     
12256     1037     2104     
12262     1038     2105     
12268     1038     2106     
12274     1038     2107     
12281     1039     2108     
12287     1040     2109     
12294     1041     2111     
12300     1041     2112     
12307     1042     2113     
12313     1043     2114     
12319     1044     2115     
12325     1044     2116     
12331     1044     2117     
12338     1045     2118     
12344     1045     2119     
12351     1046     2121     
12357     1047     2122     
12363     1047     2123     
12369     1047     2124     
12376     1048     2125     
12382     1049     2127     
12388     1049     2128     
12395     1050     2129     
12401     1051     2130     
12407     1051     2131     
12414     1052     2133     
12420     1052     2134     
12427     1053     2135     
12433     1054     2137     
12439     1054     2139     
12446     1055     2140     
12452     1056     2141     
12459     1056     2142     
12466     1056     2143     
12473     1056     2144     
12479     1056     2145     
12485     1056     2146     
12491     1056     2147     
12498     1057     2148     
12504     1058     2149     
12510     1058     2150     
12517     1059     2151     
12523     1059     2152     
12530     1060     2153     
12536     1061     2154     
12542     1061     2155     
12549     1061     2156     
12556     1062     2157     
12563     1063     2158     
12569     1064     2160     
12576     1065     2161     
12583     1066     2162     
12589     1066     2163     
12596     1066     2164     
12603     1067     2165     
12609     1067     2166     
12615     1068     2167     
12622     1068     2168     
12628     1068     2169     
12635     1068     2170     
12641     1068     2171     
12648     1069     2172     
12654     1069     2173     
12661     1070     2174     
12667     1071     2175     
12673     1071     2176     
12680     1072     2177     
12687     1073     2178     
12693     1074     2180     
12699     1074     2181     
12706     1075     2183     
12712     1075     2184     
12719     1076     2185     
12725     1076     2186     
12732     1077     2187     
12739     1078     2188     
12745     1078     2189     
12752     1079     2190     
12758     1080     2192     
12765     1081     2193     
12771     1081     2194     
12777     1081     2195     
12784     1082     2196     
12790     1082     2197     
12797     1082     2198     
12803     1082     2199     
12810     1083     2200     
12816     1083     2201     
12823     1084     2202     
12830     1085     2203     
12836     1085     2204     
12843     1086     2206     
12849     1086     2207     
12856     1087     2208     
12862     1088     2209     
12868     1089     2210     
12874     1089     2211     
12880     1090     2213     
12886     1090     2214     
12893     1091     2215     
12899     1091     2216     
12905     1091     2217     
12912     1092     2219     
12918     1093     2220     
12924     1094     2221     
12931     1095     2222     
12937     1096     2223     
12943     1097     2224     
12950     1098     2226     
12957     1099     2227     
12963     1100     2228     
12969     1100     2229     
12976     1101     2230     
12982     1102     2232     
12989     1103     2233     
12995     1104     2234     
13001     1105     2235     
13007     1105     2236     
13014     1106     2237     
13020     1107     2238     
13026     1107     2239     
13032     1107     2240     
13039     1108     2242     
13045     1108     2243     
13052     1109     2244     
13058     1109     2245     
13064     1109     2246     
13070     1109     2247     
13077     1109     2248     
13084     1109     2249     
13091     1110     2250     
13097     1111     2251     
13103     1112     2252     
13110     1113     2253     
13116     1113     2254     
13123     1114     2255     
13129     1114     2256     
13136     1114     2257     
13142     1114     2258     
13149     1115     2260     
